id,salary,joining_date,direct_manager_id,contract_type
669,$6527.96,10/19/2023,609,Prefabricated Aluminum Metal Canopies
670,$7555.06,1/2/2024,607,Soft Flooring and Base
671,$1825.73,2/21/2024,610,Landscaping & Irrigation
672,$6876.82,11/4/2023,610,Hard Tile & Stone
673,$8197.85,6/21/2024,610,Roofing (Metal)
674,$9842.67,11/10/2023,610,Exterior Signage
675,$8779.73,4/15/2024,608,Glass & Glazing
676,$9195.24,10/20/2023,607,Structural & Misc Steel Erection
677,$9503.84,4/3/2024,607,Retaining Wall and Brick Pavers
678,$1217.42,9/30/2023,603,Painting & Vinyl Wall Covering
679,$8319.42,3/10/2024,609,Landscaping & Irrigation
680,$6962.33,7/21/2024,601,Waterproofing & Caulking
681,$6494.02,6/12/2024,609,Sitework & Site Utilities
682,$8963.03,7/14/2024,610,Landscaping & Irrigation
683,$9602.56,2/23/2024,610,Drilled Shafts
684,$6928.72,5/12/2024,610,"Temp Fencing, Decorative Fencing and Gates"
685,$2932.87,6/17/2024,604,Granite Surfaces
686,$6181.89,9/17/2023,600,"Temp Fencing, Decorative Fencing and Gates"
687,$6621.81,7/25/2024,609,Sitework & Site Utilities
688,$3080.95,3/10/2024,608,Drywall & Acoustical (FED)
689,$7963.40,7/1/2024,610,Drilled Shafts
690,$2500.85,4/20/2024,609,Hard Tile & Stone
691,$7669.19,11/3/2023,601,Retaining Wall and Brick Pavers
692,$7393.34,12/7/2023,606,Masonry
693,$5360.44,4/29/2024,603,HVAC
694,$3758.72,6/19/2024,603,Ornamental Railings
695,$5372.84,2/25/2024,600,Site Furnishings
696,$2076.60,9/10/2023,607,Painting & Vinyl Wall Covering
697,$9128.20,9/10/2023,604,Curb & Gutter
698,$9608.98,11/19/2023,606,Fire Sprinkler System
699,$8973.85,6/13/2024,606,Painting & Vinyl Wall Covering
700,$7194.85,9/15/2023,604,Masonry & Precast
701,$5082.72,10/18/2023,607,Elevator
702,$7040.78,3/9/2024,609,Plumbing & Medical Gas
703,$8593.33,10/26/2023,600,Retaining Wall and Brick Pavers
704,$8374.80,12/8/2023,600,Wall Protection
705,$4900.29,10/17/2023,600,Electrical
706,$3205.97,6/22/2024,600,RF Shielding
707,$9415.35,12/10/2023,605,Soft Flooring and Base
708,$5158.72,8/19/2023,606,Asphalt Paving
709,$8032.88,6/13/2024,607,Drywall & Acoustical (MOB)
710,$7763.80,11/17/2023,610,EIFS
711,$5768.25,9/15/2023,601,Fire Sprinkler System
712,$2347.18,12/26/2023,603,Structural and Misc Steel (Fabrication)
713,$2194.63,10/20/2023,603,Masonry
714,$1831.27,2/25/2024,600,Painting & Vinyl Wall Covering
715,$6857.50,7/29/2024,601,Hard Tile & Stone
716,$5190.05,10/17/2023,607,Curb & Gutter
717,$2718.40,3/27/2024,600,Framing (Wood)
718,$4001.12,10/24/2023,603,Landscaping & Irrigation
719,$1947.66,8/18/2024,607,Wall Protection
720,$5731.27,3/6/2024,600,Electrical
721,$9709.43,5/26/2024,607,Framing (Steel)
722,$4175.63,3/28/2024,603,Wall Protection
723,$1723.42,8/30/2023,602,Sitework & Site Utilities
724,$8277.73,9/26/2023,602,"Temp Fencing, Decorative Fencing and Gates"
725,$4081.28,10/7/2023,602,Soft Flooring and Base
726,$2924.69,2/26/2024,610,Retaining Wall and Brick Pavers
727,$4067.67,8/26/2023,602,Soft Flooring and Base
728,$5472.55,12/25/2023,605,Painting & Vinyl Wall Covering
729,$7633.43,3/29/2024,602,Roofing (Asphalt)
730,$1220.75,8/20/2023,610,Epoxy Flooring
731,$8593.25,11/30/2023,610,Site Furnishings
732,$1468.42,11/9/2023,610,Structural and Misc Steel (Fabrication)
733,$9768.27,6/20/2024,610,Roofing (Asphalt)
734,$9726.75,3/19/2024,601,Fire Protection
735,$2705.31,7/2/2024,608,Epoxy Flooring
736,$2899.55,3/24/2024,609,Fire Sprinkler System
737,$5323.03,2/23/2024,602,Fire Protection
738,$1658.37,1/25/2024,607,Drilled Shafts
739,$7194.68,5/13/2024,609,Glass & Glazing
740,$9873.78,6/10/2024,605,Fire Protection
741,$9279.69,2/22/2024,602,Hard Tile & Stone
742,$9590.63,4/12/2024,607,Exterior Signage
743,$6570.86,5/14/2024,604,Framing (Wood)
744,$2764.73,9/19/2023,603,Structural & Misc Steel Erection
745,$8760.46,12/24/2023,608,Elevator
746,$2919.86,6/29/2024,610,EIFS
747,$5711.94,7/24/2024,604,Electrical and Fire Alarm
748,$8201.22,10/16/2023,603,Framing (Wood)
749,$4907.44,10/30/2023,603,Retaining Wall and Brick Pavers
750,$2868.83,5/9/2024,604,Fire Protection
751,$6174.86,4/7/2024,610,EIFS
752,$1432.43,6/23/2024,602,Structural & Misc Steel Erection
753,$1849.32,2/15/2024,608,Drywall & Acoustical (MOB)
754,$9243.83,4/26/2024,601,Masonry & Precast
755,$3851.48,2/5/2024,607,Glass & Glazing
756,$1117.87,8/26/2023,610,Roofing (Metal)
757,$5744.92,6/19/2024,603,Wall Protection
758,$4221.73,5/24/2024,603,Prefabricated Aluminum Metal Canopies
759,$7788.92,9/8/2023,601,Electrical and Fire Alarm
760,$1952.12,7/14/2024,607,Retaining Wall and Brick Pavers
761,$3887.39,8/11/2024,608,Marlite Panels (FED)
762,$7445.74,10/22/2023,600,Asphalt Paving
763,$7383.57,12/5/2023,610,Site Furnishings
764,$5642.75,11/29/2023,607,Structural & Misc Steel Erection
765,$3004.93,11/15/2023,608,Plumbing & Medical Gas
766,$4402.85,12/5/2023,600,Structural and Misc Steel (Fabrication)
767,$5152.50,6/18/2024,610,Roofing (Metal)
768,$8367.65,9/14/2023,601,Elevator
769,$8197.43,9/9/2023,604,Masonry
770,$3058.68,12/11/2023,610,Electrical and Fire Alarm
771,$5792.18,6/14/2024,600,Marlite Panels (FED)
772,$4194.19,3/11/2024,602,Electrical
773,$2813.69,8/1/2024,604,Plumbing & Medical Gas
774,$1132.67,3/7/2024,604,Sitework & Site Utilities
775,$2556.38,3/1/2024,602,Retaining Wall and Brick Pavers
776,$5953.45,1/5/2024,601,Drywall & Acoustical (FED)
777,$5596.30,4/20/2024,604,Roofing (Metal)
778,$5174.21,10/13/2023,603,Wall Protection
779,$4506.68,9/29/2023,605,Structural & Misc Steel Erection
780,$9533.47,5/3/2024,603,Casework
781,$5117.91,8/5/2024,610,Granite Surfaces
782,$9742.45,11/16/2023,610,RF Shielding
783,$2153.09,9/8/2023,608,Drywall & Acoustical (MOB)
784,$6140.20,10/12/2023,608,Asphalt Paving
785,$2091.77,7/16/2024,610,Drilled Shafts
786,$5753.47,6/12/2024,609,Structural and Misc Steel (Fabrication)
787,$8145.89,6/29/2024,601,Casework
788,$8297.02,2/16/2024,608,Asphalt Paving
789,$6436.66,6/27/2024,608,Glass & Glazing
790,$7387.32,4/20/2024,605,RF Shielding
791,$4126.98,1/27/2024,607,Asphalt Paving
792,$3619.49,4/8/2024,606,Ornamental Railings
793,$2579.85,12/10/2023,608,Roofing (Asphalt)
794,$1331.26,4/5/2024,600,Ornamental Railings
795,$2383.73,3/17/2024,608,Fire Sprinkler System
796,$2681.49,12/18/2023,610,Asphalt Paving
797,$7970.18,4/27/2024,601,Roofing (Asphalt)
798,$9098.64,1/6/2024,610,Construction Clean and Final Clean
799,$8599.38,4/25/2024,601,Site Furnishings
800,$2125.67,4/1/2024,604,Prefabricated Aluminum Metal Canopies
801,$6400.47,4/19/2024,602,Painting & Vinyl Wall Covering
802,$7875.62,10/15/2023,606,Structural and Misc Steel (Fabrication)
803,$7904.40,5/4/2024,604,Structural and Misc Steel (Fabrication)
804,$7740.74,2/17/2024,606,Epoxy Flooring
805,$1549.36,12/5/2023,607,Soft Flooring and Base
806,$8859.59,12/21/2023,605,RF Shielding
807,$7536.14,2/14/2024,609,Granite Surfaces
808,$1740.08,6/14/2024,604,Electrical
809,$7554.03,7/25/2024,600,Rebar & Wire Mesh Install
810,$1857.45,8/11/2024,600,"Temp Fencing, Decorative Fencing and Gates"
811,$3729.36,4/8/2024,600,Rebar & Wire Mesh Install
812,$3222.15,5/12/2024,609,EIFS
813,$9093.82,11/19/2023,607,Exterior Signage
814,$3821.60,12/26/2023,605,Epoxy Flooring
815,$1161.45,3/28/2024,606,Rebar & Wire Mesh Install
816,$1544.51,3/12/2024,607,Soft Flooring and Base
817,$6449.80,3/12/2024,606,Drywall & Acoustical (MOB)
818,$1461.37,1/10/2024,606,Fire Sprinkler System
819,$4948.25,4/17/2024,605,Structural & Misc Steel Erection
820,$5591.78,12/10/2023,603,Drilled Shafts
821,$8599.41,3/11/2024,610,Curb & Gutter
822,$2524.04,9/29/2023,608,Hard Tile & Stone
823,$7578.76,10/1/2023,608,Site Furnishings
824,$1266.31,12/19/2023,607,Electrical
825,$5582.69,7/16/2024,600,Exterior Signage
826,$9073.54,10/21/2023,608,Casework
827,$6754.71,10/9/2023,610,Sitework & Site Utilities
828,$1791.51,3/29/2024,605,Landscaping & Irrigation
829,$3243.89,5/12/2024,605,Construction Clean and Final Clean
830,$3292.27,5/24/2024,610,Masonry & Precast
831,$6186.76,4/17/2024,609,Sitework & Site Utilities
832,$2839.67,7/1/2024,608,Epoxy Flooring
833,$8570.57,10/2/2023,605,Sitework & Site Utilities
834,$2940.07,10/23/2023,605,Drywall & Acoustical (MOB)
835,$4580.47,12/18/2023,609,Electrical and Fire Alarm
836,$5355.38,11/12/2023,610,Curb & Gutter
837,$9942.64,4/6/2024,610,Fire Protection
838,$9096.42,12/13/2023,601,Waterproofing & Caulking
839,$7619.76,11/20/2023,608,Asphalt Paving
840,$5514.47,6/2/2024,606,Landscaping & Irrigation
841,$7866.25,8/28/2023,602,Site Furnishings
842,$3864.97,10/19/2023,600,"Doors, Frames & Hardware"
843,$1360.74,11/6/2023,604,Exterior Signage
844,$9470.37,5/25/2024,601,Glass & Glazing
845,$9442.70,5/12/2024,605,Epoxy Flooring
846,$6744.54,5/1/2024,605,Exterior Signage
847,$8406.53,7/10/2024,606,EIFS
848,$9273.61,10/14/2023,607,Site Furnishings
849,$2878.15,6/30/2024,607,Fire Protection
850,$6428.51,12/18/2023,609,Epoxy Flooring
851,$2614.30,5/21/2024,605,"Temp Fencing, Decorative Fencing and Gates"
852,$1262.30,1/19/2024,609,Site Furnishings
853,$6012.41,10/13/2023,602,Structural & Misc Steel Erection
854,$3905.55,4/4/2024,603,Marlite Panels (FED)
855,$5228.66,11/5/2023,602,Sitework & Site Utilities
856,$9358.05,12/14/2023,604,Soft Flooring and Base
857,$3523.14,4/1/2024,603,Site Furnishings
858,$1752.56,9/1/2023,609,Fire Protection
859,$5793.23,1/3/2024,600,Curb & Gutter
860,$2901.76,2/11/2024,608,Painting & Vinyl Wall Covering
861,$8282.19,3/13/2024,607,Structural & Misc Steel Erection
862,$6779.73,2/19/2024,603,EIFS
863,$4777.60,12/6/2023,603,Rebar & Wire Mesh Install
864,$7571.04,2/27/2024,602,Electrical
865,$7634.85,11/14/2023,609,Retaining Wall and Brick Pavers
866,$1165.11,12/18/2023,603,Construction Clean and Final Clean
867,$5721.77,4/16/2024,610,Marlite Panels (FED)
868,$1536.60,12/12/2023,601,EIFS
869,$6651.24,6/2/2024,600,Prefabricated Aluminum Metal Canopies
870,$6637.24,2/8/2024,606,Retaining Wall and Brick Pavers
871,$5847.78,3/25/2024,607,EIFS
872,$2669.98,3/2/2024,609,Drywall & Acoustical (FED)
873,$9818.89,5/9/2024,608,Framing (Steel)
874,$6366.80,4/4/2024,608,Granite Surfaces
875,$8685.76,9/3/2023,600,Glass & Glazing
876,$7469.95,7/1/2024,606,Drilled Shafts
877,$3365.95,6/13/2024,604,Framing (Wood)
878,$5730.35,6/22/2024,604,Masonry & Precast
879,$8914.95,8/17/2024,608,Sitework & Site Utilities
880,$9627.59,9/11/2023,603,RF Shielding
881,$7459.55,6/6/2024,607,Structural & Misc Steel Erection
882,$5049.02,12/25/2023,605,Waterproofing & Caulking
883,$6946.09,9/21/2023,604,Roofing (Metal)
884,$7418.97,8/11/2024,605,Rebar & Wire Mesh Install
885,$5491.50,4/4/2024,606,Glass & Glazing
886,$1908.61,6/17/2024,610,Painting & Vinyl Wall Covering
887,$8024.28,3/11/2024,602,Rebar & Wire Mesh Install
888,$2614.92,10/14/2023,609,Rebar & Wire Mesh Install
889,$4269.05,8/9/2024,606,Ornamental Railings
890,$9532.07,3/27/2024,609,Painting & Vinyl Wall Covering
891,$6583.50,5/18/2024,603,Plumbing & Medical Gas
892,$9736.15,1/13/2024,607,Sitework & Site Utilities
893,$4701.42,5/30/2024,608,Drywall & Acoustical (MOB)
894,$5325.79,1/21/2024,610,Soft Flooring and Base
895,$3525.13,1/16/2024,609,Structural & Misc Steel Erection
896,$8465.48,9/12/2023,606,Asphalt Paving
897,$6629.10,12/25/2023,600,Electrical and Fire Alarm
898,$9647.78,8/15/2024,602,"Temp Fencing, Decorative Fencing and Gates"
899,$6956.31,12/22/2023,610,Prefabricated Aluminum Metal Canopies
900,$2473.73,8/20/2023,610,Sitework & Site Utilities
901,$6218.12,1/14/2024,608,Structural & Misc Steel Erection
902,$8377.03,1/22/2024,610,Elevator
903,$4076.99,5/16/2024,610,Framing (Steel)
904,$5467.54,8/6/2024,604,Ornamental Railings
905,$1843.36,3/6/2024,603,Casework
906,$3813.13,11/30/2023,602,Site Furnishings
907,$2093.56,12/24/2023,607,Prefabricated Aluminum Metal Canopies
908,$7431.29,5/18/2024,606,Masonry & Precast
909,$8280.00,3/12/2024,603,Landscaping & Irrigation
910,$1647.24,4/6/2024,602,Fire Protection
911,$2847.07,2/11/2024,610,Curb & Gutter
912,$5592.48,2/8/2024,601,RF Shielding
913,$6057.48,12/11/2023,601,EIFS
914,$6259.98,6/9/2024,610,Epoxy Flooring
915,$6000.78,5/14/2024,603,Exterior Signage
916,$3950.61,5/26/2024,604,Asphalt Paving
917,$5058.35,2/16/2024,607,Termite Control
918,$6397.15,1/1/2024,609,Casework
919,$5716.75,2/5/2024,600,Electrical and Fire Alarm
920,$2978.04,11/19/2023,607,Rebar & Wire Mesh Install
921,$8475.17,3/28/2024,600,Masonry
922,$6913.92,1/26/2024,610,Landscaping & Irrigation
923,$2482.56,1/11/2024,604,Framing (Steel)
924,$2692.45,11/1/2023,604,Construction Clean and Final Clean
925,$8330.33,12/28/2023,608,Construction Clean and Final Clean
926,$7099.25,8/3/2024,603,Framing (Steel)
927,$5691.07,2/21/2024,608,Curb & Gutter
928,$4234.01,9/6/2023,607,Glass & Glazing
929,$8721.80,4/27/2024,610,Overhead Doors
930,$1383.43,9/11/2023,607,Electrical
931,$8895.76,11/3/2023,606,Casework
932,$9251.20,9/18/2023,608,Plumbing & Medical Gas
933,$5493.81,1/27/2024,607,Electrical
934,$4083.49,4/13/2024,608,Overhead Doors
935,$2874.09,3/20/2024,602,Construction Clean and Final Clean
936,$2031.99,12/2/2023,601,Rebar & Wire Mesh Install
937,$8273.40,12/12/2023,604,"Temp Fencing, Decorative Fencing and Gates"
938,$2216.22,9/4/2023,605,Casework
939,$1198.65,2/7/2024,609,Sitework & Site Utilities
940,$2220.86,3/12/2024,610,Exterior Signage
941,$4792.97,3/5/2024,604,Retaining Wall and Brick Pavers
942,$3792.50,12/27/2023,601,EIFS
943,$5148.63,9/20/2023,610,Framing (Steel)
944,$7606.92,9/3/2023,600,RF Shielding
945,$4540.84,12/29/2023,609,HVAC
946,$9958.32,8/30/2023,604,Rebar & Wire Mesh Install
947,$2360.61,12/20/2023,605,Roofing (Asphalt)
948,$3637.16,10/8/2023,607,Structural and Misc Steel (Fabrication)
949,$3558.59,7/27/2024,606,Electrical
950,$8377.74,5/1/2024,605,Drywall & Acoustical (MOB)
951,$4475.88,9/24/2023,608,Elevator
952,$8542.89,10/20/2023,607,Retaining Wall and Brick Pavers
953,$5064.47,7/16/2024,606,Marlite Panels (FED)
954,$2610.51,9/29/2023,603,Painting & Vinyl Wall Covering
955,$3472.82,11/13/2023,608,Rebar & Wire Mesh Install
956,$6941.86,8/26/2023,603,Curb & Gutter
957,$3987.02,11/12/2023,604,Sitework & Site Utilities
958,$2753.93,6/15/2024,603,"Temp Fencing, Decorative Fencing and Gates"
959,$7492.56,10/31/2023,604,Masonry & Precast
960,$6667.60,10/22/2023,606,Overhead Doors
961,$5780.53,10/11/2023,608,Sitework & Site Utilities
962,$7015.71,5/31/2024,607,Glass & Glazing
963,$3399.57,12/27/2023,606,RF Shielding
964,$8360.06,6/21/2024,601,Casework
965,$9402.65,8/16/2024,600,Masonry & Precast
966,$7744.97,11/14/2023,600,Elevator
967,$4713.23,12/26/2023,600,Retaining Wall and Brick Pavers
968,$3387.05,6/27/2024,606,Epoxy Flooring
969,$9454.73,12/18/2023,606,Framing (Wood)
970,$1886.66,7/16/2024,604,"Doors, Frames & Hardware"
971,$3562.07,8/18/2024,605,Rebar & Wire Mesh Install
972,$1708.50,5/5/2024,610,Casework
973,$3889.40,12/5/2023,600,EIFS
974,$9486.75,10/26/2023,605,Roofing (Asphalt)
975,$8425.03,2/11/2024,604,Framing (Steel)
976,$5179.41,7/28/2024,610,Framing (Steel)
977,$2492.72,11/6/2023,601,Prefabricated Aluminum Metal Canopies
978,$8385.66,12/2/2023,609,Landscaping & Irrigation
979,$1254.73,6/10/2024,604,Hard Tile & Stone
980,$3929.91,6/13/2024,601,Rebar & Wire Mesh Install
981,$3597.98,9/13/2023,606,Roofing (Metal)
982,$5635.32,1/31/2024,610,Wall Protection
983,$3805.02,7/12/2024,604,Fire Sprinkler System
984,$9131.19,5/5/2024,604,Termite Control
985,$8948.48,3/20/2024,607,Hard Tile & Stone
986,$9356.47,7/3/2024,605,Structural & Misc Steel Erection
987,$6900.75,7/16/2024,609,HVAC
988,$5320.57,6/18/2024,608,Asphalt Paving
989,$7422.85,4/5/2024,610,Framing (Wood)
990,$8762.93,3/29/2024,601,Termite Control
991,$1158.53,12/15/2023,605,Elevator
992,$7577.50,11/22/2023,600,RF Shielding
993,$8189.71,12/29/2023,605,Electrical
994,$9034.75,3/28/2024,603,Granite Surfaces
995,$2429.41,7/13/2024,607,Landscaping & Irrigation
996,$7049.10,10/18/2023,602,Exterior Signage
997,$5051.03,9/29/2023,602,Exterior Signage
998,$7274.98,11/7/2023,605,Fire Protection
999,$3622.84,9/26/2023,606,Granite Surfaces
1000,$7280.11,10/28/2023,606,Hard Tile & Stone
